Unnamed: 0,time(millisecond),datetime(utc),lat,lon,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,time,alt,Planename,uav_category,x,y,z,vel_x,vel_y,vel_z,track_id
2890,434284,29/09/2020 12:05,51.51427789,5.843235964,164.8654908,158.1725772,89.1076144,263.4076538,0,34.7879961,3986.319025,15,0,0,279.4443997,180.9022368,35.47473668,4866.765248,2.013246,2.908022,0.0,59.4,1.1,-2.5,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,263.4076538,164.8654908,6,P-GPS,,2020-09-29 14:05:00,80.28665287,Parrot,Fixed-Wing,246.28682419044844,178.08123586365295,80.27942019914501,34.080505060409976,24.272619761287586,0.6288249285396984,0
2897,435297,29/09/2020 12:05,51.51435988,5.843422041,165.3674594,161.4960682,86.286092,263.9096223,0,35.28571525,3934.809837,15,0,0,279.4443997,180.9022368,35.47473668,4866.765248,2.013246,2.908022,0.0,61.3,3.3,-4.2,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,263.9096223,165.3674594,6,P-GPS,,2020-09-29 14:05:00,80.43965287,Parrot,Fixed-Wing,259.20377244225216,187.2040499089847,80.43164802099449,11.84053688419815,8.362580238435791,0.13954218165720425,0
2907,436911,29/09/2020 12:05,51.51452005,5.843790985,166.8864883,160.9809763,88.3202128,265.4286512,0,34.11512455,3833.136606,15,0,0,279.4443997,180.9022368,35.47473668,4866.765248,2.013246,2.684328,0.0,62.6,2.1,0.1,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,265.4286512,166.8864883,6,P-GPS,,2020-09-29 14:05:00,80.90265289,Parrot,Fixed-Wing,284.8147263927038,205.025871985891,80.89300978282934,23.476709744306476,16.336671598553412,0.42291498359152907,0
2917,438321,29/09/2020 12:05,51.51459873,5.843969786,167.385176,158.9534172,90.8464596,265.9273389,0,33.11700192,3783.661538,15,0,0,279.4443997,180.9022368,35.47473668,4866.765248,2.013246,2.684328,0.0,59.8,2.3,-2.0,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,265.9273389,167.385176,6,P-GPS,,2020-09-29 14:05:00,81.05465289,Parrot,Fixed-Wing,297.2264665058788,213.78048723761182,81.0441570504216,11.377429385196226,8.025064649499475,0.13855167350554878,0
2927,439845,29/09/2020 12:05,51.5146763,5.844145304,168.7434437,159.3274329,91.8307116,267.2856067,0,34.22853741,3735.03949,15,0,0,279.4443997,180.9022368,35.47473668,4866.765248,2.013246,2.908022,0.0,69.5,2.0,0.2,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,267.2856067,168.7434437,6,P-GPS,,2020-09-29 14:05:00,81.46865291,Parrot,Fixed-Wing,309.41028176619733,222.4116305208319,81.45728355947242,11.168498252666824,7.911882002275231,0.37869933152152224,0
2933,440542,29/09/2020 12:05,51.51475329,5.844327938,168.736882,159.2880628,91.86352,267.279045,0,34.12675664,3685.137913,15,0,0,279.4443997,180.9022368,35.47473668,4866.765248,1.789552,2.908022,0.0,61.4,0.6,3.8,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,267.279045,168.736882,6,P-GPS,,2020-09-29 14:05:00,81.46665291,Parrot,Fixed-Wing,322.0880258159163,230.97828993344498,81.45435260169006,11.621266347347916,7.852771782626316,-0.0026867115243837674,0
2950,443026,29/09/2020 12:05,51.51498333,5.844891167,166.89305,157.4442308,91.86352,265.4352129,0,33.30781291,3532.578853,15,0,0,279.4443997,180.9022368,35.92078252,4866.765248,1.789552,2.684328,0.223694,54.3,2.1,-1.0,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,265.4352129,166.89305,6,P-GPS,,2020-09-29 14:05:00,80.90465289,Parrot,Fixed-Wing,361.1849566559214,256.575040358867,80.88928387721951,35.83885625657602,23.46368984527767,-0.5179797072629794,0
2954,443765,29/09/2020 12:05,51.51498333,5.844891167,165.3412126,155.8923934,91.86352,263.8833756,0,32.60026878,3532.578853,15,0,0,279.4443997,180.9022368,35.92078252,4866.765248,1.789552,2.684328,0.223694,51.1,1.3,-0.6,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,263.8833756,165.3412126,6,P-GPS,,2020-09-29 14:05:00,80.43165287,Parrot,Fixed-Wing,361.1849299258839,256.5750213210684,80.41628385882765,-2.4502536381747002e-05,-1.7451316845565226e-05,-0.4335833863244851,0
2972,446244,29/09/2020 12:05,51.5152118,5.845429258,164.3143097,155.5872753,91.1417352,262.8564727,0,33.2556922,3385.301946,15,0,0,279.4443997,180.9022368,35.92078252,4866.765248,1.789552,2.684328,0.0,61.3,2.0,0.8,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,262.8564727,164.3143097,6,P-GPS,,2020-09-29 14:05:00,80.11865286,Parrot,Fixed-Wing,398.5364500338562,281.9972635644475,80.0999899986256,34.23889628554931,23.303723998407857,-0.28993606267988603,0
2977,447200,29/09/2020 12:05,51.51528452,5.845611068,163.5039422,154.1535482,91.7650948,262.0461052,0,33.39773789,3336.351813,15,0,0,279.4443997,180.9022368,35.92078252,4866.765248,1.789552,2.684328,0.223694,57.6,0.2,1.2,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,262.0461052,163.5039422,6,P-GPS,,2020-09-29 14:05:00,79.87165286,Parrot,Fixed-Wing,411.1567145586193,290.0890503485583,79.85182750211125,11.568576778414203,7.417471836890895,-0.22748230742835,0
2987,448815,29/09/2020 12:06,51.51535622,5.845788,162.9166719,154.3864879,90.9448848,261.4588348,0,34.47303495,3288.549974,15,0,0,279.4443997,180.9022368,35.92078252,4866.765248,1.789552,2.908022,0.0,62.5,3.1,-1.0,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,261.4588348,162.9166719,6,P-GPS,,2020-09-29 14:06:00,79.69265285,Parrot,Fixed-Wing,423.43833067115446,298.06735819486823,79.67165755589214,11.258149041336331,7.313449468571547,-0.1651557977971669,0
3002,451434,29/09/2020 12:06,51.51558634,5.846362885,163.385832,159.776908,86.0236248,261.9279949,0,34.71059798,3133.740258,15,0,0,279.4443997,180.9022368,35.92078252,4866.765248,1.789552,2.908022,0.0,60.3,2.2,-2.6,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,261.9279949,163.385832,6,P-GPS,,2020-09-29 14:06:00,79.83565285,Parrot,Fixed-Wing,463.3433977728262,323.6738882934985,79.81064045745781,36.57964789150311,23.472654546465645,0.12740100371861332,0
3007,452247,29/09/2020 12:06,51.51566029,5.846549156,163.2644409,158.6056481,87.0734936,261.8066039,0,35.28974175,3083.697605,15,0,0,279.4443997,180.9022368,35.92078252,4866.765248,2.013246,2.908022,0.0,66.5,1.5,4.3,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,261.8066039,163.2644409,6,P-GPS,,2020-09-29 14:06:00,79.79865285,Parrot,Fixed-Wing,476.2731271525476,331.9027237400286,79.77226690183684,11.852252919099008,7.54309978791088,-0.03517576225053083,0
3017,453720,29/09/2020 12:06,51.51573959,5.846745665,163.5203464,158.4678528,87.4671944,262.0625094,0,36.41827798,3030.689073,15,0,0,279.4443997,180.9022368,36.41827798,4866.765248,2.013246,3.131716,0.0,66.5,1.8,0.6,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,262.0625094,163.5203464,6,P-GPS,,2020-09-29 14:06:00,79.87665286,Parrot,Fixed-Wing,489.91346196793603,340.7269051761575,79.84877035639022,12.5036412894095,8.088833657187653,0.07012817251794161,0
3026,455080,29/09/2020 12:06,51.51589792,5.847144947,162.956042,157.6410812,87.7296616,261.4982049,0,35.80021145,2923.477784,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,3.131716,0.0,67.4,4.4,1.6,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,261.4982049,162.956042,6,P-GPS,,2020-09-29 14:06:00,79.70465285,Parrot,Fixed-Wing,517.6287964323323,358.34536466698603,79.67361974575465,25.405725376173653,16.15025587911413,-0.16055473979550003,0
3037,456881,29/09/2020 12:06,51.51597062,5.847337718,161.9652283,155.8300575,88.5498716,260.5073912,0,35.42105012,2872.368858,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,3.131716,0.0,65.1,2.9,2.9,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,260.5073912,161.9652283,6,P-GPS,,2020-09-29 14:06:00,79.40265284,Parrot,Fixed-Wing,531.0095527872963,366.4352958036052,79.37006213320203,12.265694347524947,7.415770826548464,-0.27826116802833545,0
3045,457886,29/09/2020 12:06,51.51604402,5.847538939,161.8832073,153.9107661,90.387142,260.4253702,0,35.67829822,2819.45219,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,3.131716,0.0,66.5,5.6,1.1,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,260.4253702,161.8832073,6,P-GPS,,2020-09-29 14:06:00,79.37765284,Parrot,Fixed-Wing,544.9768541108243,374.603222331358,79.34341168383588,12.80336061351403,7.487266607712282,-0.024429580621430715,0
3057,459691,29/09/2020 12:06,51.51618251,5.847937278,163.7171968,153.4153592,92.7165384,262.2593598,0,34.62514687,2715.87279,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.565858,3.131716,0.0,67.0,1.5,0.2,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,262.2593598,163.7171968,6,P-GPS,,2020-09-29 14:06:00,79.93665286,Parrot,Fixed-Wing,572.626663459933,390.0146291717385,79.89906998633978,25.34566068215464,14.127124114275796,0.5093534864080326,0
3062,460505,29/09/2020 12:06,51.51624925,5.848130993,164.1502677,153.5203461,93.0446224,262.6924307,0,34.27909225,2665.60376,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.565858,2.908022,0.0,66.9,2.4,1.0,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,262.6924307,164.1502677,6,P-GPS,,2020-09-29 14:06:00,80.06865286,Parrot,Fixed-Wing,586.0728923498252,397.44163212683486,80.02939241826334,12.32571084287715,6.8080866095122365,0.1194622392184496,0
3078,463121,29/09/2020 12:06,51.51645574,5.848725585,163.9993491,155.1082727,91.3057772,262.541512,0,34.50524689,2511.036826,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,-0.223694,66.7,4.1,-0.3,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,262.541512,163.9993491,6,P-GPS,,2020-09-29 14:06:00,80.02265286,Parrot,Fixed-Wing,627.3446591455207,420.4205402302042,79.97800054895961,37.83245604875888,21.064000850088643,-0.04710921745418573,0
3084,463927,29/09/2020 12:06,51.51645574,5.848725585,164.2454121,155.3543357,91.3057772,262.787575,0,34.4414941,2511.036826,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,66.5,2.3,0.8,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,262.787575,164.2454121,6,P-GPS,,2020-09-29 14:06:00,80.09765286,Parrot,Fixed-Wing,627.3446665072136,420.4205451765307,80.05300054875971,6.748218996771149e-06,4.534133001571715e-06,0.06875000554592432,0
3099,466146,29/09/2020 12:06,51.51667183,5.849312833,164.6817638,156.9717898,90.1246748,263.2239267,0,35.24209492,2356.30585,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,62.9,3.5,0.4,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,263.2239267,164.6817638,6,P-GPS,,2020-09-29 14:06:00,80.23065287,Parrot,Fixed-Wing,668.1061465738703,444.4678263328733,80.18023830976159,37.36469317482646,22.043342896925953,0.11663462397127473,0
3107,467155,29/09/2020 12:06,51.51674443,5.849501911,165.7611602,159.593181,88.58268,264.3033231,0,34.10125552,2305.977764,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,61.7,1.2,-0.3,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,264.3033231,165.7611602,6,P-GPS,,2020-09-29 14:06:00,80.55965288,Parrot,Fixed-Wing,681.2301461954711,452.5470358487152,80.50728452421924,12.03033398899521,7.4059426733503075,0.2997923882355473,0
3117,468661,29/09/2020 12:06,51.5168177,5.849688087,164.1076168,157.9396376,88.58268,262.6497797,0,33.8970229,2256.122119,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,62.1,3.2,2.2,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,262.6497797,164.1076168,6,P-GPS,,2020-09-29 14:06:00,80.05565286,Parrot,Fixed-Wing,694.1525600207998,460.70073637742803,80.0013100273448,11.845546993680228,7.474226107505593,-0.4638099941190732,0
3124,469727,29/09/2020 12:06,51.51689033,5.849871333,164.0780892,159.3208712,87.1719188,262.6202522,0,33.9343798,2206.971855,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,59.2,2.9,-0.8,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,262.6202522,164.0780892,6,P-GPS,,2020-09-29 14:06:00,80.04665286,Parrot,Fixed-Wing,706.8716069585392,468.7832705793258,79.9903267277785,11.65912733118844,7.408990302488817,-0.010068025441448834,0
3137,471569,29/09/2020 12:06,51.51704266,5.850243603,163.4022362,161.663391,84.153546,261.9443991,0,34.83072166,2106.351773,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,2.013246,2.908022,0.0,63.9,2.1,10.0,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,261.9443991,163.4022362,6,P-GPS,,2020-09-29 14:06:00,79.84065285,Parrot,Fixed-Wing,732.7105270443831,485.73508327143264,79.78014760072114,23.685678719163402,15.539162929361517,-0.19266421585792998,0
3145,472918,29/09/2020 12:06,51.51711934,5.850433177,164.1371444,164.0059108,82.5459344,262.6793073,0,33.65632816,2055.278937,14,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,62.8,3.4,-0.1,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,262.6793073,164.1371444,6,P-GPS,,2020-09-29 14:06:00,80.06465286,Parrot,Fixed-Wing,745.8686709828505,494.2683977040643,80.00196967617316,12.061632948731239,7.8222055484294675,0.2033369194424325,0
3162,475190,29/09/2020 12:06,51.51734914,5.850978235,162.3490866,160.3149658,84.4488216,260.8912495,0,34.77010058,1906.991531,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,2.013246,2.908022,0.0,59.3,4.9,3.9,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,260.8912495,162.3490866,6,P-GPS,,2020-09-29 14:06:00,79.51965284,Parrot,Fixed-Wing,783.7000608934037,519.8414945502998,79.45040863651889,34.67877697457184,23.44200739588316,-0.5055976618162231,0
3167,476107,29/09/2020 12:06,51.51734914,5.850978235,162.913391,160.8792702,84.4488216,261.455554,0,33.85452104,1906.991531,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,63.7,4.6,2.9,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,261.455554,162.913391,6,P-GPS,,2020-09-29 14:06:00,79.69165285,Parrot,Fixed-Wing,783.7000819839338,519.8415085768036,79.62240864558214,1.9332987572840515e-05,1.2857629533839614e-05,0.15766668811354007,0
3177,477598,29/09/2020 12:06,51.51750316,5.851341634,162.4507926,159.4980366,85.3674568,260.9929555,0,33.69167181,1808.100452,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.223694,64.5,2.7,3.3,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,260.9929555,162.4507926,6,P-GPS,,2020-09-29 14:06:00,79.55065285,Parrot,Fixed-Wing,808.9226819017046,536.9816467362479,79.47684532297683,23.12071851801636,15.711794622140154,-0.13343305684095774,0
3184,478801,29/09/2020 12:06,51.51757781,5.851524541,161.6338634,154.8425246,89.2060396,260.1760264,0,34.39720269,1758.828796,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,66.0,5.1,2.2,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,260.1760264,161.6338634,6,P-GPS,,2020-09-29 14:06:00,79.30165284,Parrot,Fixed-Wing,821.617755335031,545.2891883889583,79.22552073356437,11.637151616978555,7.61524714958854,-0.23038089282649818,0
3197,480609,29/09/2020 12:06,51.51772299,5.851901182,162.0078792,147.9330756,96.4895044,260.5500421,0,34.30973833,1658.782861,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,65.2,2.9,1.9,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,260.5500421,162.0078792,6,P-GPS,,2020-09-29 14:06:00,79.41565284,Parrot,Fixed-Wing,847.7594823494222,561.446155134232,79.33470417376779,23.9632517601296,14.810554084046995,0.10008482852687416,0
3205,481809,29/09/2020 12:06,51.51779425,5.852087413,162.9199527,148.4842567,96.8503968,261.4621157,0,34.04287139,1609.422624,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,-0.223694,65.5,3.0,3.9,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,261.4621157,162.9199527,6,P-GPS,,2020-09-29 14:06:00,79.69365285,Parrot,Fixed-Wing,860.6852974348195,569.3767092651321,79.61027320097787,11.848664815669585,7.269675225798111,0.25260496265965554,0
3218,483823,29/09/2020 12:06,51.51793659,5.852466268,165.4888504,153.7434432,94.160108,264.0310134,0,34.20147044,1509.471833,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,65.0,1.7,4.0,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,264.0310134,165.4888504,6,P-GPS,,2020-09-29 14:06:00,80.47665288,Parrot,Fixed-Wing,886.9806094107295,585.217990099929,80.3882435133898,24.10403798658729,14.521175308661734,0.7131395124725561,0
3222,484601,29/09/2020 12:06,51.51800789,5.852656845,165.8202153,155.5183777,92.7165384,264.3623782,0,34.01737027,1459.265139,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,64.7,1.9,2.5,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,264.3623782,165.8202153,6,P-GPS,,2020-09-29 14:06:00,80.57765288,Parrot,Fixed-Wing,900.2079542599934,593.1531340034323,80.48666074518144,12.12506712224749,7.273882517701597,0.09021580332698988,0
3244,487441,29/09/2020 12:06,51.51821961,5.853221585,166.9816326,155.2362254,94.160108,265.5237956,0,33.49661064,1310.551223,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,64.3,1.5,4.0,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,265.5237956,166.9816326,6,P-GPS,,2020-09-29 14:06:00,80.93165289,Parrot,Fixed-Wing,939.4045245641271,616.7161436881734,80.83278377044684,35.930192439638624,21.599427344298213,0.3172794662665714,0
3247,487845,29/09/2020 12:06,51.51821961,5.853221585,167.0472494,155.3018422,94.160108,265.5894124,0,33.39304032,1310.551223,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,62.8,1.2,2.4,0,0,1024,1024,1024,1024,0,0,52,,,,,,,0,32,265.5894124,167.0472494,6,P-GPS,,2020-09-29 14:06:00,80.95165289,Parrot,Fixed-Wing,939.4045275036971,616.7161456230874,80.85278377083637,2.6946060406582758e-06,1.7736713630386997e-06,0.018333335218180216,0
3251,488523,29/09/2020 12:06,51.518289,5.85340576,167.6410815,153.2053855,96.8503968,266.1832444,0,33.01835287,1262.050565,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,61.3,0.6,3.3,0,0,1024,1024,1024,1024,0,0,51,,,,,,,0,32,266.1832444,167.6410815,6,P-GPS,,2020-09-29 14:06:00,81.1326529,Parrot,Fixed-Wing,952.1873761769897,624.4388461841666,81.03114036173514,11.717612260319257,7.079142770917773,0.16349355528167112,0
3270,491270,29/09/2020 12:06,51.51850192,5.853967559,167.0800578,155.9908186,93.50394,265.6222208,0,34.07821504,1114.133894,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,63.8,1.9,2.5,0,0,1024,1024,1024,1024,0,0,51,,,,,,,0,32,265.6222208,167.0800578,6,P-GPS,,2020-09-29 14:06:00,80.96165289,Parrot,Fixed-Wing,991.1792183548329,648.1356800849312,80.85184708575514,35.7425249749,21.72209955254257,-0.16435218334434953,0
3274,491875,29/09/2020 12:06,51.51850192,5.853967559,167.6968558,156.6076166,93.50394,266.2390187,0,33.79233411,1114.133894,15,0,0,279.4443997,180.9022368,36.48314924,4866.765248,1.789552,2.908022,0.0,64.9,2.1,3.2,0,0,1024,1024,1024,1024,0,0,51,,,,,,,0,32,266.2390187,167.6968558,6,P-GPS,,2020-09-29 14:06:00,81.1496529,Parrot,Fixed-Wing,991.1792475101382,648.1356991992177,81.03984709292968,2.672569880323989e-05,1.752143074062109e-05,0.17233335427110524,0
